Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
CCSER1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MIEF1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TFAM,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GTPBP10,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SUGT1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM24B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RNF114,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MTO1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GEMIN6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CEP104,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DDX19B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FANCC,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ATXN7L1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TMF1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF507,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NFXL1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ASXL2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM208B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GSTCD,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PIBF1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZMYM4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MED7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DYRK4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC90B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CEP57L1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KLHL12,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CAPRIN1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LZIC,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TDRD7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRCC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NBPF3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ALG8,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF311,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
METTL10,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
STAM2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RSPH3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
OARD1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SNX14,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TRMT10A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CDC42BPA,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ASAP2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PVRL3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NBR1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GPR63,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ERI2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM221A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BRPF3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LAMA1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SLC52A3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF91,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ARHGEF11,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GOLGA1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DHX32,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ICA1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PIP4K2C,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GSTO2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BEND3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ALG1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GNRH2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MIA3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SAP30,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NMUR2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ABHD2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FBXO10,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DMRT3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KNSTRN,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C1QL4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DMBX1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PDE1A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KLHL3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PCDHA13,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SPIRE1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LARP6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MAPK8,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CNTN4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HOOK3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TIAM2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RGS8,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GGPS1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MTMR2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SNX19,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EXD2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MED19,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DOLK,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C7orf25,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NOTCH2NL,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TBCEL,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SPECC1L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IPO11,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SNAPC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C16orf62,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TRMT5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FER,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ATMIN,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MYO9A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NF1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
AP4S1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RNF20,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CNOT4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF415,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF610,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF677,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RNF214,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF891,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF570,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF569,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
APPBP2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BBX,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF578,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ERCC4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RANBP17,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
WDR20,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
STK35,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TMEM185B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
WDR41,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BCAP29,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IMPACT,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CLOCK,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZFAND6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CDR2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZFAND3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NT5C3B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LURAP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PKNOX1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PRTG,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
POLI,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
POLK,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SALL4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ULBP3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SLC4A5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SPATA20,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPP1R13B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZFYVE1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF790,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MEI4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZYG11A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BBS12,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PDE10A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CYP26B1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CRYBG3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PTPRQ,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM76A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ARHGAP20,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
COL4A3BP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SNTB2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RFPL1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GABRG3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EVX1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SLC35F4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GCSAML,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RPS4Y2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC183,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
POTEE,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
POTEF,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
POTEJ,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
POTEI,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GLRX2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HIST1H2BJ,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ACACA,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CAB39L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CLHC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KIAA1841,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MYEF2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RPRD1A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PIGP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PEX7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TEX264,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C11orf1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ARV1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
OXSM,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GOLGA5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
COG6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NAA35,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TIGD6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CREB3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EMC7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EMC2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RARS2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TMBIM4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PIGF,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DNAH10,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC39,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MROH9,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DNAH12,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DLEC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
WDR66,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NEK5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DNAH7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ARMC3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DNAI2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TEKT2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DRC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C1orf158,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RSPH9,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EFCAB10,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ANKRD45,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC114,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DNAI1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EFHB,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
WDR78,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C4orf47,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
WDR63,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C6orf52,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FUZ,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TTC34,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TEKT4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C2orf81,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
WISP3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ASRGL1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PLCH1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SPATA6L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C2orf70,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DCDC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DNAH6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRIQ1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DNAAF1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FHAD1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZBBX,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TRAF3IP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC13,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
STK33,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TTC26,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RFX3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ANKMY1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM81B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
VWA3B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPP1R32,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRC71,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TCTE1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TTLL9,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRGUK,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC65,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
WDR93,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C11orf70,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRC34,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TMEM232,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MDH1B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CASC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRC6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DPCD,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
OSCP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NME5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MORN2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IQCG,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRP2BP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DNALI1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SPAG17,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CSPP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TSPEAR,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KATNB1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NPHP4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ST6GALNAC2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
OR2J2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TUBB4B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF20,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DUSP18,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SMPD2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LY6G5C,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IFT57,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRC36,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CRY1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KATNAL2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C16orf46,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TTC30A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IFT140,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
AK9,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF19,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZSCAN5A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LMLN,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ANKRD42,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DNAL1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RPGRIP1L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LZTFL1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM161A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC121,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PACRGL,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IQCE,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NSUN7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KLHDC9,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KIF9,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IQCH,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IFT74,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TTC12,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IQCC,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TUBB8,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC34,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC138,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NXF3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DCAF12L1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CEP19,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TOMM34,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GPR156,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPP1R36,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NMBR,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRC56,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ARHGAP39,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
STPG1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MEIG1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SPAG6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DAW1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC103,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZMYND10,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DNAAF3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KNCN,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RSPH10B2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RSPH10B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MAK,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ARMC4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C1orf141,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ALS2CR12,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ARMC2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C9orf9,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRC18,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SPATS1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TSNAXIP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DYNLRB2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IQCD,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
