,Peng2014.Upregulated,Peng2014.Downregulated,Slabicki.2010.RNAi,Adamson.2012.RNAi,RAD51.foci.impaired,RAD51.foci.retained,Matsukoa.2007.phosphoproteomics,Elia_2015_Acetylation.IR,Elia_2015_Ub.IR,Elia_2015_Ub_MG132.IR,Elia_phos.IR,Elia_Ub_nuclear.IR,Paulsen.2009.gamma.HA2X.increased,Paulsen.2009.gamma.HA2X.decreased,Lord.2008.PARP.inhibitor.sensitivity,Bartz.2006.cisplatin.EC50.mean.fold.change,NPP.clade.optimized.MRS,HPA.tissue.coexpression.MRS,MRE11A.CCI.Malovannaya.2011,BRCA2.CCI.Malovannaya.2011,RAD51C.CCI.Malovannaya.2011,BRCA1.CCI.Malovannaya.2011,LIG1.CCI.Malovannaya.2011,PCNA.CCI.Malovannaya.2011,FANCD2.CCI.Malovannaya.2011,FANCI.CCI.Malovannaya.2011,PALB2.CCI.Malovannaya.2011,RAD50.CCI.Malovannaya.2011
ACER3,0,0,0,0,0,4106,0,0,0,0,0,0,0,0,0,0,0.018181818,0.004482524,0,0,0,0,0,0,0,0,0,0
ACHE,0,0,0,0,0,6769,0,0,0,0,0,0,0.171985465,0,0,0,0.010989011,0.00921659,0,0,0,0,0,0,0,0,0,0
ACIN1,0,0,1,1,0,576,0,8.269408023,10.14013467,0,0,10.89464296,0.226271183,0,0,0,0.010928962,0.007032349,0,0,0,0,0,0,0,0,0,0
ACKR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034782609,0,0,0,0,0,0,0,0,0,0,0
ACKR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032608696,0.004482524,0,0,0,0,0,0,0,0,0,0
ACKR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008196721,0.004482524,0,0,0,0,0,0,0,0,0,0
ACKR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014814815,0.004482524,0,0,0,0,0,0,0,0,0,0
ACLY,0,0,0,0,0,6920,0,0,8.684389085,3.913318665,6.922176243,8.347034247,0,0.419125684,0.242915896,0,0.028571429,0.004482524,0,0,0,0,0,0,0,0,0,0
ACMSD,0,0,0,0,5629,0,0,0,0,0,0,0,0,0.467379655,0,0,0.010989011,0.004482524,0,0,0,0,0,0,0,0,0,0
ACO1,0,0,0,0,0,22,0,0,9.445339222,6.030104727,0,0,0,0.407062191,0,0,0.009259259,0.004482524,0,0,0,0,0,0,0,0,0,0
ACO2,0,0,0,0,6839,0,0,0,0,0,0,0,0,0.201982813,0,0,0.006620209,0.00921659,0,0,0,0,0,0,0,0,0,0
ACOT1,0,0,0,0,0,2934,0,0,0,0,0,0,0,0,0,0,0.014084507,0.004482524,0,0,0,0,0,0,0,0,0,0
ACOT11,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0.004482524,0,0,0,0,0,0,0,0,0,0
ACOT12,0,0,0,0,0,2885,0,0,0,0,0,0,0,0,0,0,0.024390244,0.004482524,0,0,0,0,0,0,0,0,0,0
ACOT13,0,0,0,0,0,5127,0,0,9.960235674,0,0,0,0,0,0,0,0.010928962,0.004482524,0,0,0,0,0,0,0,0,0,0
ACOT2,0,0,0,0,6139,0,0,0,0,4.842710729,0,0,0,0,0,0,0.014084507,0.004482524,0,0,0,0,0,0,0,0,0,0
ACOT4,0,0,0,0,0,1988,0,0,0,0,0,0,0,0,0,0,0.014084507,0.004482524,0,0,0,0,0,0,0,0,0,0
ACOT6,0,0,0,0,0,1951,0,0,0,0,0,0,0,0,0,0,0.009174312,0.004482524,0,0,0,0,0,0,0,0,0,0
ACOT7,0,0,0,0,0,3705,0,0,9.12159145,0,0,0,0,0,0,0,0.009944751,0.004482524,0,0,0,0,0,0,0,0,0,0
ACOT8,0,0,0,0,1430,0,0,0,0,0,0,0,0,0,0,0,0.018018018,0.004482524,0,0,0,0,0,0,0,0,0,0
ACOT9,0,0,0,0,2495,0,0,9.153979849,0,0,0,0,0,0,0,0,0.02027027,0.004482524,0,0,0,0,0,0,0,0,0,0
ACOX1,0,0,0,0,621,0,0,8.4324893,9.215097588,0,0,0,0.111668001,0,0,0,0.010791367,0.004482524,0,0,0,0,0,0,0,0,0,0
ACOX2,0,0,0,0,1425,0,0,0,0,0,0,0,0.123731494,0,0,0,0.010791367,0.004482524,0,0,0,0,0,0,0,0,0,0
ACOX3,0,0,0,0,0,672,0,0,0,0,0,0,0,0.551824105,0,0,0.052631579,0.008403361,0,0,0,0,0,0,0,0,0,0
ACOXL,0,0,0,0,2644,0,0,0,0,0,0,0,0,0.545792359,0,0,0.010791367,0.004482524,0,0,0,0,0,0,0,0,0,0
ACP1,0,0,0,0,0,673,0,0,0,0,0,0,0,0.606109823,0,0,0.074074074,0.004482524,0,0,0,0,0,0,0,0,0,0
ACP2,0,0,0,0,6349,0,0,0,0,4.86311043,0,0,0,0.093411377,0,0,0.166666667,0.004482524,0,0,0,0,0,0,0,0,0,0
ACP5,0,0,0,0,8567,0,0,0,0,0,0,0,0,0.376903459,0,0,0.015267176,0.004482524,0,0,0,0,0,0,0,0,0,0
ACP6,0,0,0,0,0,8177,0,0,0,0,0,0,0,0.256268531,0,0,0.166666667,0.004482524,0,0,0,0,0,0,0,0,0,0
ACPP,0,0,0,0,6241,0,0,0,0,0,0,0,0,0.388966952,0,0,0.166666667,0.004482524,0,0,0,0,0,0,0,0,0,0
ACPT,0,0,0,0,0,8629,0,0,0,0,0,0,0,0.238173291,0,0,0.166666667,0.010963525,0,0,0,0,0,0,0,0,0,0
ACR,0,0,0,0,5533,0,0,0,0,0,0,0,0,0.075316138,0,0,0.005376344,0.010963525,0,0,0,0,0,0,0,0,0,0
ACRBP,0,0,0,0,0,4569,0,0,0,0,0,0,0,0.479443148,0,0,0.011494253,0.010963525,0,0,0,0,0,0,0,0,0,0
ACRC,0,0,0,0,3882,0,0,0,0,0,0,0,0,0.497538387,0,0,0.012561061,0.016451234,0,0,0,0,0,0,0,0,0,0
ACRV1,0,0,0,0,8031,0,0,0,0,0,0,0,0,0.298490755,0,0,0.009511731,0.010963525,0,0,0,0,0,0,0,0,0,0
ACSBG1,0,0,0,0,0,6394,0,0,0,0,0,0,0,0,0,0,0.018691589,0.004482524,0,0,0,0,0,0,0,0,0,0
ACSBG2,0,0,0,0,0,2147,0,0,0,0,0,0,0,0,0,0,0.017094017,0.010963525,0,0,0,0,0,0,0,0,0,0
ACSF2,0,0,0,0,0,6291,0,0,0,0,0,0,0,0,0,0,0.026455026,0.004482524,0,0,0,0,0,0,0,0,0,0
ACSF3,0,0,0,0,0,1420,0,0,0,0,0,0,0,0,0,0,0.018867925,0.037249284,0,0,0,0,0,0,0,0,0,0
ACSL1,0,0,0,0,6016,0,0,0,9.354741896,4.719904716,0,8.347034247,0,0.238173291,0,0,0.3,0.004482524,0,0,0,0,0,0,0,0,0,0
ACSL3,0,0,0,0,0,6880,0,8.490425356,9.329195749,4.739103934,0,8.347034247,0,0.18991932,0,0,0.068965517,0.004482524,0,0,0,0,0,0,0,0,0,0
ACSL4,0,0,0,0,0,1912,0,0,8.500285711,5.67746487,0,8.254186323,0.153890226,0,0,0,0.068965517,0.004482524,0,0,0,0,0,0,0,0,0,0
ACSL5,0,0,0,0,7195,0,0,0,0,0,0,8.347034247,0,0.563887598,0,0,0.3,0.004482524,0,0,0,0,0,0,0,0,0,0
ACSL6,0,0,0,0,7866,0,0,0,0,0,0,0,0,0.413093937,0,0,0.3,0.010963525,0,0,0,0,0,0,0,0,0,0
ACSM1,0,0,0,0,5388,0,0,0,0,0,0,0,0,0,0,0,0.048192771,0.004482524,0,0,0,0,0,0,0,0,0,0
ACSM2A,0,0,0,0,7823,0,0,0,0,0,0,0,0,0,0,0,0.048192771,0.004482524,0,0,0,0,0,0,0,0,0,0
ACSM2B,0,0,0,0,5030,0,0,0,0,0,0,0,0,0,0,0,0.048192771,0.004482524,0,0,0,0,0,0,0,0,0,0
ACSM3,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0.048192771,0.004482524,0,0,0,0,0,0,0,0,0,0
ACSM4,0,0,0,0,0,2133,0,0,0,0,0,0,0,0,0,0,0.048192771,0.016451234,0,0,0,0,0,0,0,0,0,0
ACSM5,0,0,0,0,0,4354,0,0,0,0,0,0,0,0,0,0,0.048192771,0.004482524,0,0,0,0,0,0,0,0,0,0
ACSM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048192771,0,0,0,0,0,0,0,0,0,0,0
ACSS1,0,0,1,0,0,2127,0,0,0,0,0,0,0,0,0,0,0.153846154,0.004482524,0,0,0,0,0,0,0,0,0,0
ACSS2,0,0,0,0,0,8039,0,0,0,0,0,0,0,0,0,0,0.153846154,0.004482524,0,0,0,0,0,0,0,0,0,0
ACSS3,0,0,0,0,0,7573,0,0,0,0,0,0,0,0,0,0,0.153846154,0.004482524,0,0,0,0,0,0,0,0,0,0
ACTA1,0,0,0,0,0,175,0,0,0,4.814610001,0,0,0,0.262300277,0,0,0.012561061,0.00921659,0,0,0,0,0,0,0,0,0,0
ACTA2,0,0,0,0,0,1761,0,8.28945137,9.258711493,0,0,9.189584586,0,0.437220923,0,0,0.012561061,0.007633588,0,0,0,0,0,0,0,0,0,0
ACTB,0,0,2,0,4596,0,0,0.1,9.465789786,4.477547977,0,8.992580356,1.179287117,0,0,0,0.012561061,0.004482524,0,0,0,0,0,0,0,0,0,0
ACTBL2,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0.012561061,0,0,0,0,0,0,0,0,0,0,0
ACTC1,0,0,0,0,4924,0,0,0,0,0,0,0,0,0,0,0,0.012561061,0.004482524,0,0,0,0,0,0,0,0,0,0
ACTG1,0,0,0,0,1177,0,0,0,0,0,0,0,0,0.394998698,0,0,0.012561061,0.004482524,0,0,0,0,0,0,0,0,0,0
ACTG2,0,0,0,0,4469,0,0,0,0,0,0,0,0,0.250236784,0,0,0.012561061,0.004482524,0,0,0,0,0,0,0,0,0,0
ACTL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012561061,0.010963525,0,0,0,0,0,0,0,0,0,0
ACTL6A,0,0,0,0,7442,0,0,8.852764247,9.323794498,4.521454697,0,8.89059804,0,0,0,0,0.025862069,0.029810298,0,0,0,0,0,0,0,0,0,0
ACTL6B,0,0,0,0,7762,0,0,0,0,0,0,0,0,0,0,0,0.025862069,0.004482524,0,0,0,3.24,0,0,0,0,0,0
ACTL7A,0,0,0,0,0,3740,0,0,0,0,0,0,0,0.431189177,0,0,0.012561061,0.010963525,0,0,0,0,0,0,0,0,0,0
ACTL7B,0,0,0,0,2820,0,0,0,0,0,0,0,0,0.328649488,0,0,0.012561061,0.010963525,0,0,0,0,0,0,0,0,0,0
ACTL8,0,0,0,0,0,385,0,8.852764247,8.462465848,4.326923419,0,7.852541726,0,0,0,0,0.012561061,0.016451234,0,0,0,0,0,0,0,0,0,0
ACTL9,0,0,0,0,7139,0,0,0,0,0,0,0,0,0,0,0,0.012561061,0.010963525,0,0,0,0,0,0,0,0,0,0
ACTN1,0,0,0,0,0,5393,0,8.387682613,9.000570001,0,0,7.944999544,0.033255298,0,0,0,0.02739726,0.007633588,0,0,0,3.24,0,0,0,0,0,0
ACTN2,0,0,0,0,0,4783,0,0,0,0,0,0,0,0.461347909,0,0,0.02739726,0.00921659,0,0,0,0,0,0,0,0,0,0
ACTN3,0,0,0,0,7571,0,0,0,0,0,0,0,0,0.214046306,0,0,0.02739726,0,0,0,0,0,0,0,0,0,0,0
ACTN4,0,0,0,0,7310,0,0,9.799454073,8.896147708,4.394523576,0,7.591638262,0.105636255,0,0,0,0.02739726,0.004482524,0,0,0,0,0,0,0,0,0,0
ACTR10,0,0,0,0,0,5851,0,0,9.288011929,4.565617743,0,8.347034247,0.087541015,0,0,0,0.333333333,0.01010101,0,0,0,0,0,0,0,0,0,0
ACTR1A,0,0,0,0,5713,0,0,8.188858309,8.993577669,4.73395543,0,8.251042334,0,0.183887574,0,0,0.012561061,0.00921659,0,0,0,0,0,0,0,0,0,0
ACTR1B,0,0,0,0,0,7070,0,8.852764247,0,0,0,0,0,0.195951066,0,0,0.012561061,0.004482524,0,0,0,0,0,0,0,0,0,0
ACTR2,0,0,0,0,1515,0,0,12.31567163,9.025124031,4.211673749,0,8.63395526,0,0.364839966,0,0,0.02266289,0.004482524,0,0,0,0,0,0,0,0,0,0
ACTR3,0,0,0,0,0,389,0,8.662481741,9.54278747,4.654393691,0,5.584836002,0.015160058,0,0,0,0.038461538,0.042402827,0,0,0,0,0,0,0,0,0,0
ACTR3B,0,0,0,0,0,7832,0,0,9.215097588,5.821592403,0,8.509080082,0,0,0,0,0.038461538,0.004482524,0,0,0,0,0,0,0,0,0,0
ACTR3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02266289,0.004482524,0,0,0,0,0,0,0,0,0,0
ACTR5,0,0,0,0,0,4281,0,0,0,0,0,0,0,0.44325267,0,0,0.050632911,0.016949153,0,0,0,0,0,0,0,0,0,0
ACTR6,0,0,0,0,0,2801,0,8.821342695,0,4.842710729,0,8.347034247,0,0.461347909,0,0,0.076923077,0.004482524,0,0,0,0,0,0,0,0,0,0
ACTR8,0,0,0,0,0,0,0,7.445902631,9.009930317,4.842710729,6.942537121,0,0,0.388966952,0,0,0.055555556,0.012552301,0,0,0,0,0,0,0,0,0,0
ACTRT1,0,0,0,0,0,1993,0,0,0,0,0,0,0,0.316585995,0,0,0.012561061,0.010963525,0,0,0,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,3290,0,0,0,0,0,0,0,0,0,0,0,0.012561061,0.010963525,0,0,0,0,0,0,0,0,0,0
ACTRT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012561061,0.010963525,0,0,0,0,0,0,0,0,0,0
ACVR1,0,0,0,0,0,7040,0,0,13.22081647,9.108669909,0,0,0,0.581982837,0,0,0.012403101,0.004482524,0,0,0,0,0,0,0,0,0,0
ACVR1B,0,0,0,0,0,2408,0,0,0,0,0,0,0,0.075316138,0,0,0.012403101,0.004482524,0,0,0,0,0,0,0,0,0,0
ACVR1C,0,0,0,0,0,8099,0,0,0,0,0,0,0,0.27436377,0,0,0.012403101,0.004482524,0,0,0,0,0,0,0,0,0,0
ACVR2A,0,0,0,0,0,1818,0,0,0,0,0,0,0,0,0,0,0.012403101,0.004482524,0,0,0,0,0,0,0,0,0,0
ACVR2B,0,0,0,0,0,6148,0,0,0,0,0,0,0,0.147697095,0,0,0.012403101,0.00921659,0,0,0,0,0,0,0,0,0,0
ACVRL1,0,0,0,0,6854,0,0,0,0,0,0,0,0,0.473411402,0,0,0.012403101,0.004482524,0,0,0,0,0,0,0,0,0,0
ACY1,0,0,0,0,6898,0,0,0,0,5.012999893,0,8.347034247,0,0.159760588,0,0,0.016348774,0.004482524,0,0,0,0,0,0,0,0,0,0
ACY3,0,0,0,0,6936,0,0,0,0,0,0,0,0,0,0,0,0.014084507,0.004482524,0,0,0,0,0,0,0,0,0,0
ACYP1,0,0,0,0,0,2825,0,0,0,0,0,0,0,0.461347909,0,0,0.005588905,0.012552301,0,0,0,0,0,0,0,0,0,0
ACYP2,0,0,0,0,0,2592,0,0,0,0,0,0,0.624366447,0,0,0,0.005588905,0.00921659,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0,6198,0,0,0,0,0,0,0,0,0.364839966,0,0,0.01754386,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAD1,0,0,0,0,7012,0,0,0,0,0,0,0,0,0,0,0,0.013157895,0.010963525,0,0,0,0,0,0,0,0,0,0
ADAD2,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0.011764706,0.010963525,0,0,0,0,0,0,0,0,0,0
ADAL,0,0,0,0,0,6555,0,0,0,0,0,0,0,0,0,0,0.047619048,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAM10,0,0,0,0,0,3049,0,0,9.119905333,0,0,8.199258628,0,0.18991932,0,0,0.014388489,0.005747126,0,0,0,0,0,0,0,0,0,0
ADAM11,0,0,0,0,3360,0,0,0,0,0,0,0,0,0.606109823,0,0,0.006702413,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAM12,0,0,0,0,1272,0,0,0,0,0,5.723209296,0,0,0.515633627,0,0,0.015027322,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAM15,0,0,0,0,5103,0,0,0,9.483965701,4.758399917,0,8.347034247,0.365001351,0,0,0,0.014705882,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAM17,0,0,0,0,0,457,0,0,0,4.801093242,0,8.250970309,0,0.081347884,0,0,0.01986755,0.016,0,0,0,0,0,0,0,0,0,0
ADAM18,0,0,0,0,8212,0,0,0,0,0,0,0,0,0.123570109,0,0,0.015027322,0.010963525,0,0,0,0,0,0,0,0,0,0
ADAM19,0,0,0,0,4789,0,0,0,0,0,0,0,0,0.419125684,0,0,0.032786885,0.015205725,0,0,0,0,0,0,0,0,0,0
ADAM2,0,0,0,0,0,354,0,0,0,0,0,0,0,0.588014584,0,0,0.015027322,0.010963525,0,0,0,0,0,0,0,0,0,0
ADAM20,0,0,0,0,1076,0,0,0,0,0,0,0,0.582144222,0,0,0,0.011385199,0.010963525,0,0,0,0,0,0,0,0,0,0
ADAM21,0,0,0,0,2608,0,0,0,0,0,0,0,0,0.039125659,0,0,0.015027322,0.010963525,0,0,0,0,0,0,0,0,0,0
ADAM22,0,0,0,0,0,5100,0,0,0,0,0,0,0,0.539760612,0,0,0.006702413,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAM23,0,0,0,0,0,4213,0,0,0,0,0,0,0,0.557855852,0,0,0.006702413,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAM28,0,0,0,0,0,4202,0,0,0,0,0,0,0.027223551,0,0,0,0.058823529,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAM29,0,0,0,0,1947,0,0,0,0,0,0,0,0,0.183887574,0,0,0.011385199,0.010963525,0,0,0,0,0,0,0,0,0,0
ADAM30,0,0,0,0,0,539,0,0,0,0,0,0,0.141826733,0,0,0,0.015027322,0.010963525,0,0,0,0,0,0,0,0,0,0
ADAM32,0,0,0,0,3426,0,0,0,0,0,0,0,0,0.214046306,0,0,0.006711409,0.010963525,0,0,0,0,0,0,0,0,0,0
ADAM33,0,0,0,0,8432,0,0,0,0,0,0,0,0,0.370871713,0,0,0.105263158,0.007633588,0,0,0,0,0,0,0,0,0,0
ADAM7,0,0,0,0,2842,0,0,0,0,0,0,0,0,0.238173291,0,0,0.015027322,0,0,0,0,0,0,0,0,0,0,0
ADAM8,0,0,0,0,4454,0,0,0,0,0,0,0,0.21420769,0,0,0,0.025974026,0.0078125,0,0,0,0,0,0,0,0,0,0
ADAM9,0,0,0,0,742,0,0,0,9.027006677,0,7.583979367,7.989477753,0,0.461347909,0,0,0.00862069,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMDEC1,0,0,0,0,3935,0,0,0,0,0,0,0,0,0.624205062,0,0,0.006702413,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTS1,0,0,0,0,8256,0,0,0,0,0,0,0,0,0.35880822,0,0,0.014234875,0.007559395,0,0,0,0,0,0,0,0,0,0
ADAMTS10,0,0,0,0,7908,0,0,0,0,0,0,0,0.491668025,0,0,0,0.016949153,0.004823151,0,0,0,0,0,0,0,0,0,0
ADAMTS12,0,0,0,0,1984,0,0,0,0,0,0,0,0,0.02103042,0,0,0.014234875,0.004823151,0,0,0,0,0,0,0,0,0,0
ADAMTS13,0,0,0,0,4688,0,0,0,0,0,0,0,0,0.618173316,0,0,0.024390244,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTS14,0,0,0,0,8010,0,0,0,0,0,0,0,0.431350561,0,0,0,0.014234875,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTS15,0,0,0,0,4123,0,0,0,0,0,0,0,0,0.165792334,0,0,0.044444444,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTS16,0,0,0,0,0,3628,0,0,0,0,0,0,0,0.280395516,0,0,0.014234875,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTS17,0,0,0,0,8376,0,0,0,0,0,0,0,0.310715633,0,0,0,0.014234875,0.010963525,0,0,0,0,0,0,0,0,0,0
ADAMTS18,0,0,0,0,0,7596,0,0,0,0,0,0,0,0.485474894,0,0,0.014234875,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTS19,0,0,0,0,0,3203,0,0,0,0,0,0,0,0.238173291,0,0,0.014234875,0.004823151,0,0,0,0,0,0,0,0,0,0
ADAMTS2,0,0,0,0,4842,0,0,0,0,0,0,0,0,0.027062167,0,0,0.014234875,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTS20,0,0,0,0,1263,0,0,0,0,0,0,0,0.340874365,0,0,0,0.014234875,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTS3,0,0,0,0,0,2655,0,0,0,0,0,0,0,0.27436377,0,0,0.014234875,0.004823151,0,0,0,0,0,0,0,0,0,0
ADAMTS4,0,0,0,0,0,7062,0,0,0,0,0,0,0,0.208014559,0,0,0.014234875,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTS5,0,0,0,0,0,4342,0,0,0,0,0,0,0,0.600078076,0,0,0.029069767,0.004823151,0,0,0,0,0,0,0,0,0,0
ADAMTS6,0,0,0,0,0,2361,0,0,0,0,0,0,0,0.171824081,0,0,0.014234875,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTS7,0,0,0,0,0,1288,0,0,0,0,0,0,0.570080729,0,0,0,0.014234875,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTS8,0,0,0,0,0,7189,0,0,0,0,0,0,0,0.600078076,0,0,0.01875,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTS9,0,0,0,0,0,6501,0,0,0,0,0,0,0,0.093411377,0,0,0.033333333,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTSL1,0,0,0,0,966,0,0,0,0,0,0,0,0,0.455316162,0,0,0.014234875,0.004823151,0,0,0,0,0,0,0,0,0,0
ADAMTSL2,0,0,0,0,0,4525,0,0,0,0,0,0,0,0,0,0,0.018181818,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTSL3,0,0,0,0,1592,0,0,0,0,0,0,0,1.619604606,0,0,0,0.023255814,0.004823151,0,0,0,0,0,0,0,0,0,0
ADAMTSL4,0,0,0,0,0,2744,0,0,0,0,0,0,0,0,0,0,0.014234875,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAMTSL5,0,0,0,0,3423,0,0,0,0,0,0,0,0,0,0,0,0.014234875,0.004823151,0,0,0,0,0,0,0,0,0,0
ADAP1,0,0,0,0,3401,0,0,0,0,0,0,0,0,0,0,0,0.02266289,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAP2,0,0,0,0,8222,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.004482524,0,0,0,0,0,0,0,0,0,0
ADAR,0,0,0,0,0,851,0,7.858608922,10.19205752,4.902396472,6.73276709,9.019933398,0,0.479443148,0,0,0.011764706,0.015205725,0,0,0,0,0,0,0,0,0,0
ADARB1,0,0,0,0,259,0,0,8.852764247,0,0,0,8.347034247,0,0.310554248,0,0,0.011764706,0.004482524,0,0,0,0,0,0,0,0,0,0
ADARB2,0,0,0,0,0,6549,0,0,0,0,0,0,0,0.449284416,0,0,0.011764706,0.007751938,0,0,0,0,0,0,0,0,0,0
ADAT1,0,0,0,0,2662,0,0,0,9.11140879,4.84467952,0,8.347034247,0,0.557855852,0,0,0.011764706,0.016949153,0,0,0,0,0,0,0,0,0,0
ADAT2,0,0,0,0,0,8903,0,0,0,0,0,0,0,0,0,0,0.033519553,0.015205725,0,0,0,0,0,0,0,0,0,0
ADAT3,0,0,0,0,0,5441,0,0,0,0,0,0,0,0,0,0,0.012589928,0.010204082,0,0,0,0,0,0,0,0,0,0
ADCK1,0,0,0,0,0,7976,0,0,0,0,0,0,0,0.449284416,0,0,0.181818182,0.00921659,0,0,0,0,0,0,0,0,0,0
ADCK2,0,0,0,0,6263,0,0,0,0,0,0,0,1.179287117,0,0,0,0.018181818,0.010416667,0,0,0,0,0,0,0,0,0,0
ADCK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017605634,0.00921659,0,0,0,0,0,0,0,0,0,0
ADCK4,0,0,0,0,796,0,0,0,0,0,0,0,0,0.431189177,0,0,0.017605634,0.004482524,0,0,0,0,0,0,0,0,0,0
ADCK5,0,0,0,0,0,3435,0,0,0,0,0,0,0,0.606109823,0,0,0.181818182,0.004482524,0,0,0,0,0,0,0,0,0,0
ADCY1,0,0,0,0,654,0,0,0,0,0,0,0,0,0.533728866,0,0,0.010579065,0.004482524,0,0,0,0,0,0,0,0,0,0
ADCY10,0,0,0,0,4871,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0.010963525,0,0,0,0,0,0,0,0,0,0
ADCY2,0,0,0,0,0,8037,0,0,0,0,0,0,0,0.515633627,0,0,0.010579065,0.00921659,0,0,0,0,0,0,0,0,0,0
ADCY3,0,0,0,0,0,7486,0,0,0,4.700782256,0,8.942500763,0,0.557855852,0,0,0.010579065,0.004482524,0,0,0,0,0,0,0,0,0,0
ADCY4,0,0,0,0,4323,0,0,0,0,0,0,0,0,0.497538387,0,0,0.010579065,0.004482524,0,0,0,0,0,0,0,0,0,0
ADCY5,0,0,0,0,0,3579,0,0,0,0,0,0,0,0.431189177,0,0,0.010579065,0.004482524,0,0,0,0,0,0,0,0,0,0
ADCY6,0,0,0,0,0,3101,0,0,0,0,0,8.209773562,0,0.539760612,0,0,0.010579065,0.004482524,0,0,0,0,0,0,0,0,0,0
ADCY7,0,0,0,0,5029,0,0,0,0,0,0,8.016156745,0.06341403,0,0,0,0.010579065,0.015205725,0,0,0,0,0,0,0,0,0,0
ADCY8,0,0,0,0,0,4436,0,0,0,0,0,0,0,0.575951091,0,0,0.025641026,0.004482524,0,0,0,0,0,0,0,0,0,0
ADCY9,0,0,0,0,2664,0,0,0,9.104856721,0,0,7.965902506,0,0.521665373,0,0,0.018518519,0.004482524,0,0,0,0,0,0,0,0,0,0
ADCYAP1,0,0,0,0,0,7093,0,0,0,0,0,0,0,0.401030445,0,0,0.005890438,0.004482524,0,0,0,0,0,0,0,0,0,0
ADCYAP1R1,0,0,0,0,1359,0,0,0,0,0,0,0,0.304683886,0,0,0,0.044444444,0.004482524,0,0,0,0,0,0,0,0,0,0
ADD1,0,0,0,0,1072,0,0,0,0,0,7.576423062,0,0.14785848,0,0,0,0.036036036,0.004823151,0,0,0,0,0,0,0,0,0,0
ADD2,0,0,0,0,1308,0,0,0,0,0,0,0,1.42658872,0,0,0,0.036036036,0.0078125,0,0,0,0,0,0,0,0,0,0
ADD3,0,0,0,0,0,7055,0,0,0,0,7.587810229,8.347034247,0,0.491506641,0,0,0.036036036,0.016129032,0,0,0,0,0,0,0,0,0,0
ADGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0.010963525,0,0,0,0,0,0,0,0,0,0
ADGRA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007580979,0,0,0,0,0,0,0,0,0,0,0
ADGRA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012589928,0,0,0,0,0,0,0,0,0,0,0
ADGRA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012589928,0,0,0,0,0,0,0,0,0,0,0
ADGRB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007964602,0,0,0,0,0,0,0,0,0,0,0
